book,chapter,verse,text,preprocessed_text,label
romans,4.0,13.0,ου γαρ δια νομου η επαγγελια τω αβρααμ η τω σπερματι αυτου το κληρονομον αυτον ειναι του κοσμου αλλα δια δικαιοσυνης πιστεως,ου γαρ δια νομου η επαγγελια τω αβρααμ η τω σπερματι αυτου το κληρονομον αυτον ειναι του κοσμου αλλα δια δικαιοσυνης πιστεως,1
romans,4.0,14.0,ει γαρ οι εκ νομου κληρονομοι κεκενωται η πιστις και κατηργηται η επαγγελια,ει γαρ οι εκ νομου κληρονομοι κεκενωται η πιστις και κατηργηται η επαγγελια,1
romans,4.0,15.0,ο γαρ νομος οργην κατεργαζεται ου γαρ ουκ εστιν νομος ουδε παραβασις,ο γαρ νομος οργην κατεργαζεται ου γαρ ουκ εστιν νομος ουδε παραβασις,1
romans,4.0,16.0,δια τουτο εκ πιστεως ινα κατα χαριν εις το ειναι βεβαιαν την επαγγελιαν παντι τω σπερματι ου τω εκ του νομου μονον αλλα και τω εκ πιστεως αβρααμ ος εστιν πατηρ παντων ημων,δια τουτο εκ πιστεως ινα κατα χαριν εις το ειναι βεβαιαν την επαγγελιαν παντι τω σπερματι ου τω εκ του νομου μονον αλλα και τω εκ πιστεως αβρααμ ος εστιν πατηρ παντων ημων,1
romans,4.0,17.0,καθως γεγραπται οτι πατερα πολλων εθνων τεθεικα σε κατεναντι ου επιστευσεν θεου του ζωοποιουντος τους νεκρους και καλουντος τα μη οντα ως οντα,καθως γεγραπται οτι πατερα πολλων εθνων τεθεικα σε κατεναντι ου επιστευσεν θεου του ζωοποιουντος τους νεκρους και καλουντος τα μη οντα ως οντα,1
romans,4.0,18.0,ος παρ ελπιδα επ ελπιδι επιστευσεν εις το γενεσθαι αυτον πατερα πολλων εθνων κατα το ειρημενον ουτως εσται το σπερμα σου,ος παρ ελπιδα επ ελπιδι επιστευσεν εις το γενεσθαι αυτον πατερα πολλων εθνων κατα το ειρημενον ουτως εσται το σπερμα σου,1
romans,4.0,19.0,και μη ασθενησας τη πιστει ου κατενοησεν το εαυτου σωμα ηδη νενεκρωμενον εκατονταετης που υπαρχων και την νεκρωσιν της μητρας σαρρας,και μη ασθενησας τη πιστει ου κατενοησεν το εαυτου σωμα ηδη νενεκρωμενον εκατονταετης που υπαρχων και την νεκρωσιν της μητρας σαρρας,1
romans,4.0,20.0,εις δε την επαγγελιαν του θεου ου διεκριθη τη απιστια αλλ ενεδυναμωθη τη πιστει δους δοξαν τω θεω,εις δε την επαγγελιαν του θεου ου διεκριθη τη απιστια αλλ ενεδυναμωθη τη πιστει δους δοξαν τω θεω,1
romans,4.0,21.0,και πληροφορηθεις οτι ο επηγγελται δυνατος εστιν και ποιησαι,και πληροφορηθεις οτι ο επηγγελται δυνατος εστιν και ποιησαι,1
romans,4.0,22.0,διο και ελογισθη αυτω εις δικαιοσυνην,διο και ελογισθη αυτω εις δικαιοσυνην,1
romans,4.0,23.0,ουκ εγραφη δε δι αυτον μονον οτι ελογισθη αυτω,ουκ εγραφη δε δι αυτον μονον οτι ελογισθη αυτω,1
romans,4.0,24.0,αλλα και δι ημας οις μελλει λογιζεσθαι τοις πιστευουσιν επι τον εγειραντα ιησουν τον κυριον ημων εκ νεκρων,αλλα και δι ημας οις μελλει λογιζεσθαι τοις πιστευουσιν επι τον εγειραντα ιησουν τον κυριον ημων εκ νεκρων,1
romans,4.0,25.0,ος παρεδοθη δια τα παραπτωματα ημων και ηγερθη δια την δικαιωσιν ημων,ος παρεδοθη δια τα παραπτωματα ημων και ηγερθη δια την δικαιωσιν ημων,1
romans,5.0,1.0,δικαιωθεντες ουν εκ πιστεως ειρηνην εχομεν προς τον θεον δια του κυριου ημων ιησου χριστου,δικαιωθεντες ουν εκ πιστεως ειρηνην εχομεν προς τον θεον δια του κυριου ημων ιησου χριστου,1
romans,5.0,2.0,δι ου και την προσαγωγην εσχηκαμεν τη πιστει εις την χαριν ταυτην εν η εστηκαμεν και καυχωμεθα επ ελπιδι της δοξης του θεου,δι ου και την προσαγωγην εσχηκαμεν τη πιστει εις την χαριν ταυτην εν η εστηκαμεν και καυχωμεθα επ ελπιδι της δοξης του θεου,1
romans,5.0,3.0,ου μονον δε αλλα και καυχωμεθα εν ταις θλιψεσιν ειδοτες οτι η θλιψις υπομονην κατεργαζεται,ου μονον δε αλλα και καυχωμεθα εν ταις θλιψεσιν ειδοτες οτι η θλιψις υπομονην κατεργαζεται,1
romans,5.0,4.0,η δε υπομονη δοκιμην η δε δοκιμη ελπιδα,η δε υπομονη δοκιμην η δε δοκιμη ελπιδα,1
romans,5.0,5.0,η δε ελπις ου καταισχυνει οτι η αγαπη του θεου εκκεχυται εν ταις καρδιαις ημων δια πνευματος αγιου του δοθεντος ημιν,η δε ελπις ου καταισχυνει οτι η αγαπη του θεου εκκεχυται εν ταις καρδιαις ημων δια πνευματος αγιου του δοθεντος ημιν,1
romans,5.0,6.0,ετι γαρ χριστος οντων ημων ασθενων κατα καιρον υπερ ασεβων απεθανεν,ετι γαρ χριστος οντων ημων ασθενων κατα καιρον υπερ ασεβων απεθανεν,1
romans,5.0,7.0,μολις γαρ υπερ δικαιου τις αποθανειται υπερ γαρ του αγαθου ταχα τις και τολμα αποθανειν,μολις γαρ υπερ δικαιου τις αποθανειται υπερ γαρ του αγαθου ταχα τις και τολμα αποθανειν,1
romans,5.0,8.0,συνιστησιν δε την εαυτου αγαπην εις ημας ο θεος οτι ετι αμαρτωλων οντων ημων χριστος υπερ ημων απεθανεν,συνιστησιν δε την εαυτου αγαπην εις ημας ο θεος οτι ετι αμαρτωλων οντων ημων χριστος υπερ ημων απεθανεν,1
